Date,Close/Last,Volume,Open,High,Low
04/14/2023,110.26,1464734,110.28,110.28,110.26
04/13/2023,110.28,2297017,110.275,110.29,110.27
04/12/2023,110.22,1886064,110.24,110.24,110.22
04/11/2023,110.21,2700599,110.21,110.21,110.20
04/10/2023,110.19,3327065,110.20,110.20,110.18
04/06/2023,110.20,2210228,110.22,110.23,110.20
04/05/2023,110.20,4244988,110.21,110.22,110.20
04/04/2023,110.14,2714219,110.12,110.17,110.12
04/03/2023,110.10,4125456,110.11,110.12,110.09
03/31/2023,110.50,2600815,110.49,110.50,110.48
03/30/2023,110.49,2791545,110.49,110.50,110.48
03/29/2023,110.47,1990768,110.47,110.47,110.45
03/28/2023,110.455,4817768,110.46,110.47,110.45
03/27/2023,110.45,3964942,110.445,110.45,110.44
03/24/2023,110.45,3135303,110.48,110.49,110.45
03/23/2023,110.44,2281952,110.41,110.44,110.40
03/22/2023,110.37,1808564,110.34,110.37,110.33
03/21/2023,110.33,3497512,110.34,110.34,110.32
03/20/2023,110.36,3547997,110.37,110.38,110.34
03/17/2023,110.38,2506189,110.31,110.38,110.31
03/16/2023,110.30,4021055,110.345,110.35,110.29
03/15/2023,110.31,5189943,110.32,110.33,110.29
03/14/2023,110.20,22109190,110.21,110.22,110.19
03/13/2023,110.26,6611094,110.24,110.27,110.21
03/10/2023,110.13,3788705,110.10,110.13,110.10
03/09/2023,110.08,2563046,110.06,110.08,110.05
03/08/2023,110.02,2498134,110.03,110.03,110.01
03/07/2023,110.01,3041101,110.03,110.05,110.00
03/06/2023,110.03,1892261,110.03,110.03,110.02
03/03/2023,110.02,2279211,110.02,110.02,110.00
03/02/2023,110.01,3654737,110.00,110.01,109.98
03/01/2023,109.96,4235755,109.97,109.97,109.95
02/28/2023,110.23,2279699,110.24,110.24,110.23
02/27/2023,110.23,4188083,110.22,110.23,110.21
02/24/2023,110.21,3538363,110.20,110.21,110.19
02/23/2023,110.20,3282311,110.18,110.20,110.18
02/22/2023,110.16,12698590,110.145,110.16,110.14
02/21/2023,110.13,15877960,110.13,110.14,110.12
02/17/2023,110.13,3311163,110.13,110.13,110.11
02/16/2023,110.12,8161624,110.12,110.13,110.11
02/15/2023,110.07,5306724,110.05,110.07,110.05
02/14/2023,110.06,8360549,110.05,110.06,110.04
02/13/2023,110.06,4899061,110.05,110.06,110.04
02/10/2023,110.03,3599205,110.04,110.05,110.03
02/09/2023,110.03,2605372,110.03,110.04,110.02
02/08/2023,109.99,1427524,110.00,110.00,109.99
02/07/2023,109.97,4316706,109.98,109.99,109.97
02/06/2023,109.96,1435726,109.96,109.98,109.96
02/03/2023,109.96,3699017,109.975,109.98,109.96
02/02/2023,109.98,4260699,109.98,109.99,109.97
02/01/2023,109.94,3818268,109.935,109.95,109.92
01/31/2023,110.28,2320448,110.28,110.29,110.28
01/30/2023,110.27,1537164,110.27,110.27,110.26
01/27/2023,110.26,2689572,110.255,110.26,110.25
01/26/2023,110.25,2604113,110.25,110.25,110.24
01/25/2023,110.22,2348261,110.20,110.22,110.20
01/24/2023,110.18,1497027,110.19,110.19,110.18
01/23/2023,110.17,3023189,110.17,110.18,110.16
01/20/2023,110.17,2654581,110.15,110.17,110.15
01/19/2023,110.15,1771701,110.16,110.16,110.15
01/18/2023,110.12,1580421,110.11,110.13,110.11
01/17/2023,110.11,3249643,110.09,110.11,110.09
01/13/2023,110.08,1533665,110.09,110.09,110.08
01/12/2023,110.08,2648940,110.07,110.08,110.07
01/11/2023,110.02,2882814,110.00,110.02,110.00
01/10/2023,109.99,4740706,110.00,110.00,109.98
01/09/2023,110.00,2286332,109.995,110.00,109.98
01/06/2023,109.99,2675113,109.97,109.99,109.97
01/05/2023,109.97,1940169,109.96,109.97,109.96
01/04/2023,109.95,2463299,109.95,109.95,109.94
01/03/2023,109.94,6851179,109.935,109.94,109.92
12/30/2022,109.92,4052862,109.93,109.93,109.91
12/29/2022,109.925,6557551,109.92,109.93,109.92
12/28/2022,109.87,1759716,109.87,109.88,109.87
12/27/2022,109.85,3463089,109.87,109.87,109.85
12/23/2022,109.85,1350982,109.86,109.86,109.85
12/22/2022,109.86,2772315,109.84,109.86,109.84
12/21/2022,109.81,2626148,109.80,109.81,109.79
12/20/2022,109.79,7136126,109.78,109.79,109.77
12/19/2022,109.77,2854820,109.76,109.77,109.76
12/16/2022,109.76,5762891,109.75,109.76,109.74
12/15/2022,109.74,3238834,109.74,109.74,109.73
12/14/2022,110.00,2636576,110.01,110.03,109.99
12/13/2022,110.01,2595019,110.01,110.01,110.00
12/12/2022,109.97,1093980,109.98,109.98,109.97
12/09/2022,109.97,1949875,109.97,109.98,109.96
12/08/2022,109.97,2178375,109.95,109.97,109.95
12/07/2022,109.93,2388730,109.91,109.93,109.91
12/06/2022,109.89,2459911,109.88,109.90,109.88
12/05/2022,109.87,3495294,109.87,109.88,109.86
12/02/2022,109.86,2268621,109.85,109.88,109.85
12/01/2022,109.87,4818286,109.84,109.87,109.84
11/30/2022,110.10,2659978,110.08,110.10,110.08
11/29/2022,110.09,1997816,110.08,110.09,110.07
11/28/2022,110.06,1942943,110.06,110.07,110.05
11/25/2022,110.05,843267,110.04,110.05,110.04
11/23/2022,110.04,1592144,110.025,110.04,110.02
11/22/2022,110.00,1772795,110.00,110.01,110.00
11/21/2022,109.97,1952258,109.99,109.99,109.97
11/18/2022,109.97,1213792,109.97,109.98,109.97
11/17/2022,109.96,1733956,109.96,109.98,109.96
11/16/2022,109.95,3010324,109.94,109.95,109.93
11/15/2022,109.94,2746782,109.93,109.94,109.93
11/14/2022,109.91,2489217,109.93,109.93,109.91
11/11/2022,109.92,3942653,109.92,109.94,109.92
11/10/2022,109.93,18529430,109.93,109.93,109.91
11/09/2022,109.88,2358970,109.89,109.90,109.88
11/08/2022,109.84,4418884,109.83,109.85,109.83
11/07/2022,109.83,3297259,109.83,109.83,109.81
11/04/2022,109.82,2363199,109.81,109.83,109.81
11/03/2022,109.805,2998004,109.80,109.81,109.79
11/02/2022,109.76,1911189,109.77,109.78,109.76
11/01/2022,109.76,21541040,109.76,109.78,109.75
10/31/2022,109.97,3150471,110.01,110.01,109.97
10/28/2022,109.99,22089180,110.01,110.01,109.99
10/27/2022,110.00,2993191,110.00,110.01,109.99
10/26/2022,109.98,2989381,109.98,109.98,109.97
10/25/2022,109.97,3614888,109.96,109.97,109.96
10/24/2022,109.95,1810367,109.96,109.96,109.95
10/21/2022,109.95,3971185,109.94,109.96,109.94
10/20/2022,109.93,2174878,109.94,109.94,109.92
10/19/2022,109.91,2582912,109.92,109.92,109.91
10/18/2022,109.92,3319155,109.92,109.93,109.91
10/17/2022,109.90,3058900,109.92,109.92,109.90
10/14/2022,109.91,1947275,109.91,109.92,109.90
10/13/2022,109.91,3118592,109.91,109.91,109.89
10/12/2022,109.91,1900473,109.90,109.91,109.89
10/11/2022,109.90,2710041,109.89,109.90,109.88
10/10/2022,109.90,1411260,109.90,109.91,109.89
10/07/2022,109.89,2155356,109.89,109.89,109.88
10/06/2022,109.88,2595678,109.89,109.89,109.88
10/05/2022,109.87,3365378,109.86,109.87,109.85
10/04/2022,109.86,3856793,109.85,109.86,109.84
10/03/2022,109.83,4199022,109.84,109.85,109.83
09/30/2022,110.00,3135690,110.03,110.04,110.00
09/29/2022,110.04,4125321,110.03,110.04,110.01
09/28/2022,110.01,3140935,110.02,110.02,110.00
09/27/2022,109.97,5468134,109.995,110.00,109.97
09/26/2022,109.98,3709461,109.98,109.98,109.96
09/23/2022,109.98,5856111,109.97,109.98,109.96
09/22/2022,109.97,3530023,109.965,109.98,109.96
09/21/2022,109.95,2431196,109.96,109.96,109.93
09/20/2022,109.95,2551700,109.94,109.95,109.94
09/19/2022,109.93,2391028,109.945,109.95,109.93
09/16/2022,109.945,3185718,109.93,109.95,109.93
09/15/2022,109.93,2024177,109.94,109.94,109.93
09/14/2022,109.92,1533236,109.93,109.93,109.92
09/13/2022,109.92,2966712,109.94,109.95,109.92
09/12/2022,109.98,3726513,109.99,109.99,109.97
09/09/2022,109.98,4478622,109.98,109.99,109.96
09/08/2022,109.98,2119569,109.99,110.00,109.98
09/07/2022,109.975,3221431,109.98,109.98,109.97
09/06/2022,109.98,16095360,109.98,109.99,109.96
09/02/2022,109.97,6289926,109.98,109.99,109.97
09/01/2022,109.97,4748397,109.975,109.98,109.96
08/31/2022,110.13,3842782,110.12,110.13,110.12
08/30/2022,110.13,27654500,110.14,110.14,110.12
08/29/2022,110.11,3781836,110.11,110.1199,110.10
08/26/2022,110.12,1437226,110.12,110.12,110.11
08/25/2022,110.11,1220998,110.12,110.12,110.11
08/24/2022,110.09,3993962,110.10,110.11,110.09
08/23/2022,110.10,3298868,110.09,110.11,110.08
08/22/2022,110.09,2390179,110.09,110.09,110.08
08/19/2022,110.09,3322701,110.08,110.10,110.08
08/18/2022,110.08,3018995,110.09,110.10,110.07
08/17/2022,110.05,7651654,110.06,110.06,110.04
08/16/2022,110.05,2174247,110.05,110.06,110.04
08/15/2022,110.04,4105018,110.04,110.05,110.04
08/12/2022,110.04,3313756,110.05,110.05,110.03
08/11/2022,110.03,2421247,110.03,110.05,110.02
08/10/2022,110.01,3768992,110.01,110.03,110.01
08/09/2022,109.98,2745295,109.98,109.99,109.97
08/08/2022,109.98,1797634,109.98,110.00,109.98
08/05/2022,109.98,1334720,110.00,110.00,109.97
08/04/2022,110.00,2337963,110.01,110.02,110.00
08/03/2022,109.99,2756962,109.98,109.99,109.96
08/02/2022,109.96,2360380,109.99,110.00,109.96
08/01/2022,109.97,3943769,109.97,109.99,109.97
07/29/2022,110.12,2905871,110.11,110.12,110.10
07/28/2022,110.11,2953892,110.10,110.11,110.09
07/27/2022,110.08,1521334,110.06,110.09,110.05
07/26/2022,110.06,3283844,110.06,110.07,110.05
07/25/2022,110.04,2526157,110.06,110.06,110.04
07/22/2022,110.06,4119271,110.04,110.08,110.04
07/21/2022,110.04,3495658,110.02,110.04,110.01
07/20/2022,110.01,2469801,110.01,110.02,110.00
07/19/2022,110.00,2040010,110.01,110.02,109.99
07/18/2022,110.00,1674552,110.01,110.02,109.99
07/15/2022,110.01,1402846,110.01,110.02,110.00
07/14/2022,110.00,2224571,109.95,110.00,109.95
07/13/2022,109.97,2187325,110.00,110.00,109.96
07/12/2022,109.99,3349280,110.01,110.02,109.99
07/11/2022,110.00,8502981,110.03,110.03,110.00
07/08/2022,110.02,1848737,110.02,110.02,110.01
07/07/2022,110.04,8854150,110.03,110.04,110.02
07/06/2022,110.04,3512359,110.05,110.06,110.02
07/05/2022,110.03,4428014,110.03,110.05,110.03
07/01/2022,110.02,25883820,110.03,110.05,110.02
06/30/2022,110.10,5807339,110.08,110.10,110.08
06/29/2022,110.07,2659589,110.06,110.07,110.06
06/28/2022,110.05,3163230,110.05,110.06,110.04
06/27/2022,110.00,3105938,110.06,110.07,110.00
06/24/2022,110.06,2424720,110.05,110.07,110.05
06/23/2022,110.07,3023417,110.06,110.09,110.06
06/22/2022,110.06,2866010,110.03,110.06,110.03
06/21/2022,110.02,11515930,110.015,110.03,110.01
06/17/2022,110.01,2358533,110.02,110.03,110.01
06/16/2022,110.01,3405106,110.01,110.02,109.99
06/15/2022,110.01,5509987,109.97,110.025,109.96
06/14/2022,109.96,8138309,109.96,109.98,109.95
06/13/2022,110.01,31413540,110.06,110.07,110.01
06/10/2022,110.10,2999219,110.14,110.14,110.10
06/09/2022,110.15,1169816,110.17,110.17,110.15
06/08/2022,110.16,2049757,110.17,110.17,110.15
06/07/2022,110.17,1806284,110.16,110.18,110.16
06/06/2022,110.17,2460776,110.18,110.18,110.16
06/03/2022,110.19,3116310,110.19,110.19,110.17
06/02/2022,110.17,2744322,110.18,110.18,110.17
06/01/2022,110.17,13184680,110.21,110.21,110.17
05/31/2022,110.24,13735040,110.25,110.27,110.24
05/27/2022,110.27,4611401,110.28,110.29,110.26
05/26/2022,110.28,2150379,110.27,110.28,110.27
05/25/2022,110.27,1246789,110.27,110.27,110.26
05/24/2022,110.27,1760734,110.24,110.27,110.24
05/23/2022,110.23,2895149,110.23,110.24,110.23
05/20/2022,110.23,4978738,110.22,110.24,110.22
05/19/2022,110.225,4169999,110.23,110.23,110.22
05/18/2022,110.21,3987123,110.21,110.22,110.20
05/17/2022,110.21,2700578,110.19,110.21,110.19
05/16/2022,110.22,1622569,110.21,110.22,110.21
05/13/2022,110.22,11577540,110.21,110.2216,110.20
05/12/2022,110.21,2122100,110.22,110.22,110.21
05/11/2022,110.19,10946050,110.20,110.21,110.18
05/10/2022,110.21,8572120,110.21,110.21,110.19
05/09/2022,110.21,3553253,110.19,110.21,110.18
05/06/2022,110.19,4477964,110.17,110.19,110.17
05/05/2022,110.16,2859042,110.17,110.18,110.16
05/04/2022,110.18,3275165,110.14,110.18,110.12
05/03/2022,110.13,5665251,110.15,110.16,110.13
05/02/2022,110.15,9060793,110.16,110.16,110.15
04/29/2022,110.20,2657742,110.19,110.20,110.18
04/28/2022,110.19,3786809,110.19,110.21,110.19
04/27/2022,110.20,1878016,110.205,110.21,110.20
04/26/2022,110.19,2649504,110.19,110.20,110.19
04/25/2022,110.18,2371265,110.185,110.20,110.18
04/22/2022,110.17,2150641,110.17,110.18,110.17
04/21/2022,110.18,6440360,110.195,110.20,110.18
04/20/2022,110.21,1685706,110.19,110.21,110.19
04/19/2022,110.20,2334437,110.205,110.21,110.19
04/18/2022,110.21,2607879,110.20,110.22,110.20
04/14/2022,110.21,1597304,110.22,110.22,110.21
04/13/2022,110.23,2025004,110.21,110.23,110.21
04/12/2022,110.22,4474412,110.20,110.22,110.19
04/11/2022,110.19,4787284,110.20,110.20,110.18
04/08/2022,110.20,3354314,110.20,110.20,110.19
04/07/2022,110.21,2257873,110.20,110.21,110.19
04/06/2022,110.18,2051070,110.18,110.20,110.18
04/05/2022,110.19,3156023,110.20,110.21,110.19
04/04/2022,110.20,2755631,110.21,110.21,110.20
04/01/2022,110.21,4949895,110.20,110.21,110.19
03/31/2022,110.25,2719335,110.24,110.25,110.23
03/30/2022,110.235,3343829,110.22,110.24,110.22
03/29/2022,110.23,2036749,110.22,110.23,110.21
03/28/2022,110.22,2725395,110.23,110.23,110.21
03/25/2022,110.23,4643205,110.24,110.24,110.23
03/24/2022,110.24,6063874,110.24,110.25,110.24
03/23/2022,110.25,4145256,110.25,110.25,110.24
03/22/2022,110.25,2838613,110.25,110.25,110.23
03/21/2022,110.25,6789738,110.26,110.27,110.25
03/18/2022,110.28,4639340,110.27,110.28,110.27
03/17/2022,110.30,1988854,110.27,110.30,110.26
03/16/2022,110.27,3505766,110.26,110.27,110.25
03/15/2022,110.26,2766449,110.27,110.28,110.26
03/14/2022,110.26,1787421,110.27,110.28,110.26
03/11/2022,110.28,2172536,110.28,110.29,110.28
03/10/2022,110.29,1913606,110.29,110.30,110.28
03/09/2022,110.30,1332116,110.29,110.30,110.29
03/08/2022,110.30,4132667,110.31,110.31,110.29
03/07/2022,110.31,5395089,110.31,110.32,110.30
03/04/2022,110.30,2296525,110.32,110.32,110.30
03/03/2022,110.32,2497379,110.30,110.32,110.30
03/02/2022,110.30,1736626,110.31,110.32,110.29
03/01/2022,110.32,2369892,110.32,110.35,110.32
02/28/2022,110.29,2160769,110.29,110.31,110.29
02/25/2022,110.30,1786582,110.29,110.30,110.28
02/24/2022,110.29,3206270,110.305,110.32,110.29
02/23/2022,110.29,6909754,110.27,110.29,110.27
02/22/2022,110.28,6269937,110.29,110.29,110.27
02/18/2022,110.30,2410141,110.28,110.30,110.28
02/17/2022,110.29,3142638,110.28,110.29,110.27
02/16/2022,110.26,1370078,110.26,110.28,110.26
02/15/2022,110.25,1163747,110.25,110.26,110.24
02/14/2022,110.24,1514582,110.24,110.25,110.24
02/11/2022,110.27,1583276,110.23,110.27,110.23
02/10/2022,110.24,3104561,110.27,110.28,110.23
02/09/2022,110.31,1112466,110.30,110.31,110.30
02/08/2022,110.31,1387141,110.30,110.31,110.30
02/07/2022,110.31,542199,110.30,110.31,110.30
02/04/2022,110.31,1436108,110.32,110.33,110.30
02/03/2022,110.35,1344490,110.34,110.35,110.33
02/02/2022,110.34,1368687,110.34,110.35,110.34
02/01/2022,110.34,3005703,110.34,110.35,110.33
01/31/2022,110.33,17435710,110.34,110.3468,110.32
01/28/2022,110.33,1991173,110.35,110.35,110.33
01/27/2022,110.33,1783690,110.339,110.35,110.33
01/26/2022,110.35,2250128,110.35,110.36,110.345
01/25/2022,110.35,2034065,110.36,110.37,110.35
01/24/2022,110.35,3130784,110.36,110.37,110.35
01/21/2022,110.37,3087875,110.36,110.37,110.36
01/20/2022,110.37,2880218,110.35,110.37,110.35
01/19/2022,110.36,1571177,110.354,110.36,110.35
01/18/2022,110.32,2802822,110.375,110.38,110.32
01/14/2022,110.37,1488793,110.38,110.39,110.37
01/13/2022,110.39,1200973,110.38,110.39,110.38
01/12/2022,110.39,2082527,110.38,110.39,110.38
01/11/2022,110.38,1464062,110.38,110.39,110.38
01/10/2022,110.40,1733383,110.39,110.40,110.39
01/07/2022,110.40,2089860,110.39,110.40,110.38
01/06/2022,110.39,1735497,110.39,110.40,110.38
01/05/2022,110.38,1332701,110.41,110.41,110.38
01/04/2022,110.40,1245820,110.40,110.41,110.40
01/03/2022,110.40,1072753,110.41,110.42,110.40
12/31/2021,110.42,1443692,110.42,110.42,110.41
12/30/2021,110.42,1499544,110.42,110.42,110.41
12/29/2021,110.42,1135123,110.415,110.42,110.41
12/28/2021,110.41,1616980,110.41,110.42,110.40
12/27/2021,110.42,1384915,110.41,110.42,110.40
12/23/2021,110.42,2137670,110.415,110.42,110.41
12/22/2021,110.42,1968271,110.41,110.42,110.41
12/21/2021,110.42,953666,110.42,110.42,110.41
12/20/2021,110.41,1592031,110.43,110.43,110.41
12/17/2021,110.42,1680677,110.42,110.43,110.42
12/16/2021,110.43,1434674,110.41,110.43,110.41
12/15/2021,110.41,1099996,110.41,110.42,110.41
12/14/2021,110.42,672298,110.41,110.42,110.41
12/13/2021,110.42,759535,110.42,110.42,110.41
12/10/2021,110.41,884963,110.42,110.42,110.41
12/09/2021,110.42,1262001,110.41,110.42,110.41
12/08/2021,110.40,1146918,110.40,110.41,110.40
12/07/2021,110.41,976535,110.41,110.42,110.40
12/06/2021,110.42,1768246,110.41,110.42,110.41
12/03/2021,110.42,1439454,110.42,110.43,110.42
12/02/2021,110.43,1011307,110.43,110.43,110.42
12/01/2021,110.42,1422310,110.42,110.43,110.42
11/30/2021,110.39,3649851,110.43,110.44,110.39
11/29/2021,110.44,2457989,110.43,110.44,110.43
11/26/2021,110.43,4713290,110.425,110.45,110.42
11/24/2021,110.43,2469066,110.44,110.45,110.43
11/23/2021,110.45,3067821,110.44,110.45,110.44
11/22/2021,110.44,941025,110.45,110.45,110.44
11/19/2021,110.45,1528385,110.45,110.45,110.44
11/18/2021,110.46,1006995,110.45,110.46,110.44
11/17/2021,110.45,1063153,110.445,110.45,110.44
11/16/2021,110.44,1289924,110.45,110.45,110.44
11/15/2021,110.44,632345,110.445,110.45,110.44
11/12/2021,110.45,687361,110.45,110.45,110.44
11/11/2021,110.44,719213,110.45,110.45,110.44
11/10/2021,110.44,1222198,110.45,110.45,110.44
11/09/2021,110.44,1818218,110.45,110.46,110.44
11/08/2021,110.44,1045862,110.45,110.46,110.44
11/05/2021,110.45,1507690,110.44,110.46,110.44
11/04/2021,110.46,1277552,110.44,110.46,110.44
11/03/2021,110.44,1156306,110.45,110.45,110.44
11/02/2021,110.45,636780,110.445,110.45,110.44
11/01/2021,110.44,2319648,110.44,110.45,110.44
10/29/2021,110.44,2079079,110.45,110.46,110.44
10/28/2021,110.46,1247989,110.45,110.46,110.45
10/27/2021,110.455,905118,110.459,110.46,110.45
10/26/2021,110.46,1546847,110.45,110.46,110.45
10/25/2021,110.45,3126940,110.45,110.46,110.45
10/22/2021,110.46,1425305,110.455,110.46,110.45
10/21/2021,110.45,721650,110.45,110.46,110.45
10/20/2021,110.46,1012773,110.45,110.46,110.45
10/19/2021,110.45,1606546,110.47,110.47,110.45
10/18/2021,110.45,1071081,110.46,110.47,110.45
10/15/2021,110.45,962195,110.45,110.46,110.45
10/14/2021,110.47,1400270,110.46,110.47,110.45
10/13/2021,110.47,769416,110.46,110.47,110.45
10/12/2021,110.47,1122057,110.47,110.47,110.45
10/11/2021,110.46,824056,110.46,110.4677,110.45
10/08/2021,110.47,996649,110.46,110.47,110.46
10/07/2021,110.47,1699129,110.46,110.47,110.46
10/06/2021,110.46,2064685,110.45,110.46,110.45
10/05/2021,110.46,1445301,110.45,110.46,110.45
10/04/2021,110.45,1087323,110.466,110.47,110.45
10/01/2021,110.46,1576604,110.46,110.47,110.46
09/30/2021,110.47,1328253,110.46,110.47,110.46
09/29/2021,110.46,3392379,110.46,110.47,110.46
09/28/2021,110.46,2281712,110.46,110.47,110.46
09/27/2021,110.46,1872704,110.46,110.47,110.46
09/24/2021,110.46,652673,110.46,110.47,110.46
09/23/2021,110.47,643643,110.46,110.47,110.46
09/22/2021,110.47,1505204,110.47,110.48,110.47
09/21/2021,110.47,874426,110.47,110.48,110.46
09/20/2021,110.47,1679956,110.48,110.48,110.47
09/17/2021,110.47,503416,110.47,110.48,110.47
09/16/2021,110.48,1038524,110.46,110.48,110.46
09/15/2021,110.47,952413,110.47,110.475,110.46
09/14/2021,110.47,826035,110.47,110.48,110.46
09/13/2021,110.47,1662953,110.47,110.48,110.47
09/10/2021,110.47,943336,110.47,110.48,110.47
09/09/2021,110.48,797520,110.48,110.48,110.47
09/08/2021,110.48,1255005,110.47,110.48,110.47
09/07/2021,110.47,1645238,110.47,110.48,110.47
09/03/2021,110.47,1124134,110.47,110.48,110.47
09/02/2021,110.48,1144480,110.48,110.48,110.47
09/01/2021,110.47,1615235,110.47,110.48,110.47
08/31/2021,110.47,1071294,110.47,110.48,110.47
08/30/2021,110.47,662272,110.48,110.48,110.47
08/27/2021,110.47,742992,110.48,110.48,110.47
08/26/2021,110.47,984654,110.47,110.48,110.47
08/25/2021,110.48,739705,110.47,110.48,110.47
08/24/2021,110.47,1042793,110.47,110.48,110.47
08/23/2021,110.47,942438,110.47,110.48,110.47
08/20/2021,110.48,1366229,110.48,110.48,110.47
08/19/2021,110.47,1295384,110.47,110.48,110.47
08/18/2021,110.47,1005049,110.47,110.48,110.47
08/17/2021,110.48,1295764,110.48,110.48,110.47
08/16/2021,110.47,1473243,110.47,110.48,110.47
08/13/2021,110.47,855341,110.47,110.48,110.47
08/12/2021,110.47,1294812,110.48,110.49,110.47
08/11/2021,110.47,777663,110.48,110.49,110.47
08/10/2021,110.48,599246,110.48,110.49,110.48
08/09/2021,110.48,3583265,110.49,110.49,110.48
08/06/2021,110.49,794276,110.48,110.49,110.48
08/05/2021,110.48,950463,110.48,110.49,110.48
08/04/2021,110.48,1071316,110.485,110.49,110.48
08/03/2021,110.49,1011678,110.48,110.49,110.48
08/02/2021,110.49,1453134,110.48,110.49,110.48
07/30/2021,110.49,1811740,110.485,110.49,110.48
07/29/2021,110.49,1318190,110.49,110.49,110.48
07/28/2021,110.49,1168081,110.48,110.49,110.48
07/27/2021,110.48,998454,110.49,110.49,110.48
07/26/2021,110.48,874421,110.48,110.49,110.48
07/23/2021,110.49,2201854,110.48,110.49,110.48
07/22/2021,110.48,843827,110.48,110.49,110.48
07/21/2021,110.48,1177384,110.48,110.49,110.48
07/20/2021,110.49,1944780,110.48,110.49,110.48
07/19/2021,110.48,1236328,110.48,110.49,110.48
07/16/2021,110.48,767195,110.484,110.49,110.48
07/15/2021,110.48,891738,110.485,110.49,110.48
07/14/2021,110.49,1018248,110.48,110.49,110.48
07/13/2021,110.49,1008717,110.48,110.49,110.48
07/12/2021,110.48,681545,110.485,110.49,110.48
07/09/2021,110.49,745951,110.483,110.49,110.48
07/08/2021,110.49,796352,110.48,110.49,110.48
07/07/2021,110.49,1279607,110.49,110.49,110.48
07/06/2021,110.48,1854331,110.485,110.49,110.48
07/02/2021,110.49,869613,110.48,110.49,110.48
07/01/2021,110.49,971579,110.48,110.49,110.48
06/30/2021,110.49,1842016,110.48,110.49,110.48
06/29/2021,110.49,1266146,110.49,110.50,110.48
06/28/2021,110.49,1611225,110.49,110.50,110.48
06/25/2021,110.48,1224395,110.49,110.50,110.48
06/24/2021,110.50,2906417,110.48,110.50,110.48
06/23/2021,110.49,1070379,110.48,110.49,110.48
06/22/2021,110.48,1025554,110.485,110.49,110.48
06/21/2021,110.49,1685892,110.48,110.49,110.48
06/18/2021,110.48,1400248,110.50,110.50,110.48
06/17/2021,110.495,2214760,110.49,110.50,110.49
06/16/2021,110.50,1467316,110.50,110.50,110.49
06/15/2021,110.50,1615005,110.49,110.50,110.49
06/14/2021,110.49,669058,110.49,110.50,110.49
06/11/2021,110.49,1464306,110.50,110.51,110.49
06/10/2021,110.50,1311002,110.51,110.51,110.50
06/09/2021,110.49,1213625,110.50,110.51,110.49
06/08/2021,110.51,1231144,110.50,110.51,110.50
06/07/2021,110.50,1016913,110.503,110.51,110.50
06/04/2021,110.51,1180493,110.50,110.51,110.50
06/03/2021,110.50,1194391,110.50,110.51,110.50
06/02/2021,110.51,1897821,110.51,110.51,110.50
06/01/2021,110.50,1689753,110.505,110.51,110.50
05/28/2021,110.51,1547568,110.51,110.51,110.50
05/27/2021,110.52,1452488,110.51,110.52,110.51
05/26/2021,110.52,1809884,110.51,110.52,110.51
05/25/2021,110.52,1544908,110.51,110.52,110.51
05/24/2021,110.52,1155392,110.51,110.52,110.51
05/21/2021,110.52,725240,110.51,110.52,110.51
05/20/2021,110.51,1250264,110.51,110.52,110.51
05/19/2021,110.51,1144573,110.515,110.52,110.51
05/18/2021,110.51,812990,110.52,110.52,110.51
05/17/2021,110.51,1346713,110.51,110.52,110.51
05/14/2021,110.51,1473151,110.51,110.52,110.51
05/13/2021,110.52,1911691,110.51,110.52,110.51
05/12/2021,110.51,1523895,110.51,110.52,110.51
05/11/2021,110.51,1981597,110.513,110.52,110.51
05/10/2021,110.51,2077258,110.51,110.52,110.3125
05/07/2021,110.52,2648197,110.52,110.52,110.51
05/06/2021,110.52,2495551,110.51,110.52,110.51
05/05/2021,110.52,2086657,110.51,110.52,110.51
05/04/2021,110.52,1328792,110.51,110.52,110.51
05/03/2021,110.51,1215965,110.515,110.52,110.51
04/30/2021,110.51,1345958,110.51,110.52,110.51
04/29/2021,110.51,2150516,110.52,110.52,110.51
04/28/2021,110.51,3069574,110.51,110.52,110.51
04/27/2021,110.51,2493767,110.51,110.52,110.51
04/26/2021,110.51,2460380,110.51,110.52,110.51
04/23/2021,110.52,1154354,110.51,110.52,110.51
04/22/2021,110.51,2717957,110.52,110.52,110.51
04/21/2021,110.51,2662937,110.52,110.52,110.51
04/20/2021,110.51,1872992,110.51,110.52,110.51
04/19/2021,110.51,4899385,110.51,110.52,110.51
04/16/2021,110.51,1667794,110.51,110.52,110.51
04/15/2021,110.51,1991063,110.52,110.52,110.51
04/14/2021,110.52,2927561,110.51,110.52,110.51
04/13/2021,110.52,1392785,110.515,110.52,110.51
04/12/2021,110.52,1315640,110.52,110.53,110.51
04/09/2021,110.53,1485220,110.52,110.53,110.52
04/08/2021,110.52,3458063,110.53,110.53,110.52
04/07/2021,110.52,1046820,110.52,110.53,110.51
04/06/2021,110.53,5161213,110.51,110.53,110.51
04/05/2021,110.51,2112758,110.52,110.52,110.51
04/01/2021,110.51,1294302,110.51,110.52,110.51
03/31/2021,110.51,2020842,110.51,110.52,110.51
03/30/2021,110.51,1436578,110.52,110.53,110.51
03/29/2021,110.52,1468662,110.52,110.53,110.52
03/26/2021,110.52,1940160,110.52,110.53,110.52
03/25/2021,110.52,1254998,110.53,110.53,110.52
03/24/2021,110.52,1937492,110.52,110.53,110.52
